사업장명,좌표정보(X),좌표정보(Y),도로명주소,병상수,입원실수,의료인수,cluster,혼잡도,hpid_x,dutyName_x,dutyAddr_x,hpid_y,dutyName_y,dutyAddr_y,hpid,dutyName,dutyAddr
두정이진병원,211575.023157984,369413.570416111,충청남도 천안시 서북구 동서대로 65 (두정동),59.0,36.0,47.0,0,여유,,,,,,,,,
서울우리병원,210948.778268171,369227.733706904,"충청남도 천안시 서북구 한들3로 9 (백석동, 서울우리병원)",58.0,15.0,25.0,0,보통,,,,,,,,,
꿈크는아이병원,204899.116222092,363846.590306251,충청남도 아산시 배방읍 배방로13번길 13,52.0,34.0,24.0,0,보통,,,,,,,,,
신도시이진병원,209510.71,365374.975,"충청남도 아산시 배방읍 희망로46번길 45-9 (정주프라자, 지하1층, 2~5층)",54.0,29.0,36.0,0,여유,,,,,,,,,
삼성미즈병원,209266.285702504,365203.317085427,"충청남도 아산시 배방읍 희망로46번길 16, 지하1~4층, 지상2~6층,10층",72.0,49.0,21.0,0,혼잡,,,,,,,,,
위라이브병원,207658.002455162,365195.163302908,"충청남도 아산시 탕정면 한들물빛6로 32, 5층 507~509호, 6~8층",68.0,20.0,67.0,0,여유,,,,,,,,,
서산본병원,151025.722611884,363649.621468433,"충청남도 서산시 호수공원1로 34, 지하1~지상5층 (예천동)",80.0,27.0,31.0,0,보통,,,,,,,,,
의료법인 모두온의료재단 메디플러스병원,185120.866187509,352992.464900222,충청남도 예산군 예산읍 마상길 9,86.0,32.0,10.0,0,혼잡,,,,,,,,,
더세움병원,214315.255498626,259120.193614888,전북특별자치도 전주시 덕진구 서가재미2길 7 (인후동1가),127.0,33.0,13.0,0,혼잡,,,,,,,,,
온누리안과병원,210951.500487725,258015.543942824,"전북특별자치도 전주시 완산구 백제대로 325, 온누리안과 (중화산동2가)",30.0,10.0,19.0,0,여유,,,,,,,,,
드림솔병원,208474.12932224,258866.908466161,전북특별자치도 전주시 완산구 천잠로 507 (효자동3가),169.0,33.0,29.0,0,혼잡,,,,,,,,,
온고을재활의학과병원,212558.125007571,256910.195189658,전북특별자치도 전주시 완산구 완산길 100 (서완산동1가),92.0,24.0,4.0,0,혼잡,,,,,,,,,
전주우리척병원,209691.438974311,255894.196468781,전북특별자치도 전주시 완산구 쑥고개로 398-16 (효자동2가),90.0,30.0,26.0,0,혼잡,,,,,,,,,
미르피아 여성병원,209209.385798437,255916.781228898,전북특별자치도 전주시 완산구 쑥고개로 343 (효자동2가),56.0,44.0,14.0,0,혼잡,,,,,,,,,
전주신세계정형외과병원,210819.499198157,262014.062671109,전북특별자치도 전주시 덕진구 송천중앙로 125 (송천동1가),51.0,15.0,7.0,0,혼잡,,,,,,,,,
의료법인영경의료재단호성전주병원,213277.268022603,262817.489292871,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),122.0,35.0,14.0,0,혼잡,A2501890,의료법인영경의료재단호성전주병원,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),A2501890,의료법인영경의료재단호성전주병원,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),A2501890,의료법인영경의료재단호성전주병원,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가)
의료법인 모세의료재단 모세병원,173870.044842688,274456.744454164,전북특별자치도 군산시 문화로 47 (수송동),99.0,32.0,5.0,0,혼잡,,,,,,,,,
의료법인성하의료재단누가병원,175899.168218518,275015.404885896,전북특별자치도 군산시 백릉로 70 (조촌동),124.0,34.0,14.0,0,혼잡,,,,,,,,,
김제병원,189276.068076958,256153.154144416,전북특별자치도 김제시 중앙로 55 (서암동),111.0,29.0,17.0,0,혼잡,,,,,,,,,
의료법인 일암의료재단 고려병원,206646.202000932,267726.576539501,전북특별자치도 완주군 삼례읍 동학로 21,94.0,23.0,14.0,0,혼잡,,,,,,,,,
목포예향병원,145238.867196376,143780.932886033,전라남도 목포시 삼학로223번길 38 (산정동),120.0,32.0,10.0,0,혼잡,,,,,,,,,
순천우리병원,247054.292264489,161652.059888853,"전라남도 순천시 이수로 291 (조례동, 순천우리병원)",92.0,16.0,46.0,0,보통,,,,,,,,,
미즈여성아동병원,247609.401776899,162472.636652326,전라남도 순천시 조례1길 10-26 (조례동),97.0,57.0,61.0,0,여유,,,,,,,,,
순천센텀병원,248545.556446683,161758.197680977,전라남도 순천시 백연길 100 (조례동),56.0,21.0,8.0,0,혼잡,,,,,,,,,
플러스아이미코병원,247450.96708133,162522.204910835,전라남도 순천시 신월큰길 7 (조례동),62.0,36.0,40.0,0,여유,,,,,,,,,
청연우리병원,246412.24101948,160300.659949421,전라남도 순천시 팔마로 212 (풍덕동),42.0,12.0,15.0,0,보통,,,,,,,,,
연세광혜병원,244094.723209711,162443.013716934,전라남도 순천시 중앙로 166 (매곡동),30.0,8.0,20.0,0,여유,,,,,,,,,
척병원,246451.051190845,160402.704784253,"전라남도 순천시 팔마로 205 (덕암동, LG전자)",61.0,15.0,25.0,0,보통,,,,,,,,,
힘플러스병원,247404.423077954,162522.570855076,전라남도 순천시 신월큰길 13 (조례동),87.0,27.0,21.0,0,혼잡,,,,,,,,,
남악아동병원,150920.978645472,145973.88362987,전라남도 무안군 삼향읍 대죽동로 30,44.0,21.0,6.0,0,혼잡,,,,,,,,,
장성혜원병원,179425.26352269,199842.80179129,전라남도 장성군 장성읍 강변안길 22,150.0,32.0,28.0,0,혼잡,,,,,,,,,
신라미소병원,406950.61564555,262342.509426757,"경상북도 경주시 보문로 465-67, B동 (신평동)",78.0,33.0,15.0,0,혼잡,,,,,,,,,
빛으로병원,361505.259282317,338842.348791037,"경상북도 안동시 경동로 1462-68, 지하1-2ㅣ상2층 (송천동)",39.0,12.0,5.0,0,혼잡,,,,,,,,,
의)근원의료재단 경산중앙병원,357125.344571153,257907.700908726,경상북도 경산시 경안로 11 (백천동),439.0,103.0,160.0,2,보통,,,,,,,,,
꿈그린소아청소년과병원,355702.897481798,260837.289762984,"경상북도 경산시 대학로 11, 3~6층 (중산동)",40.0,26.0,19.0,0,보통,,,,,,,,,
경북권역재활병원,359522.076026426,258646.546023106,경상북도 경산시 미래로 120 (평산동),150.0,40.0,17.0,0,혼잡,,,,,,,,,
튼튼소아청소년과병원,296471.674980845,186415.043317932,"경상남도 진주시 진양호로 206, BYC 진주빌딩 (평거동)",70.0,46.0,22.0,0,보통,,,,,,,,,
동진주 제일병원,301579.596962866,188722.32222842,경상남도 진주시 대신로 359 (하대동),163.0,67.0,40.0,2,혼잡,,,,,,,,,
예담소아청소년과병원,304518.995135219,186903.429526048,"경상남도 진주시 충의로 20-33, 동행빌딩2층,1층116호,117호 (충무공동)",40.0,25.0,16.0,0,보통,,,,,,,,,
진주 수 병원,299546.478840866,187140.102699445,"경상남도 진주시 동진로 22, 아주스타타워 5층 (칠암동)",50.0,20.0,18.0,0,보통,,,,,,,,,
진주굿모닝병원,296088.327255638,188542.231014133,"경상남도 진주시 서장대로213번길 7, 지하1~지상4 (이현동)",152.0,49.0,19.0,0,혼잡,,,,,,,,,
강남병원,300444.706915786,187274.065350368,"경상남도 진주시 동진로 111, 한보프라자 1층(101호,108호),7-9층 (상대동)",100.0,31.0,13.0,0,혼잡,,,,,,,,,
베스트재활의학과병원,296088.327255638,188542.231014133,경상남도 진주시 서장대로213번길 7 (이현동),192.0,62.0,18.0,2,혼잡,,,,,,,,,
진주새롬재활의학과병원,299546.478840866,187140.102699445,"경상남도 진주시 동진로 22, 2층, 9층, 11층, 12층 (칠암동)",79.0,22.0,13.0,0,혼잡,,,,,,,,,
진주본병원,296471.674980845,186415.043317932,"경상남도 진주시 진양호로 206, BYC 진주빌딩 4,5,6,7층 (평거동)",110.0,31.0,41.0,0,보통,,,,,,,,,
통영서울병원,329360.837168442,153272.485764468,경상남도 통영시 광도면 남해안대로 857,165.0,37.0,63.0,0,보통,,,,,,,,,
서울아동병원,330622.098011822,152195.384262326,"경상남도 통영시 중앙로 334-1, 4층, 6~9층 (무전동)",59.0,34.0,8.0,0,혼잡,,,,,,,,,
통영고려병원,330588.771312147,151951.251531925,"경상남도 통영시 중앙로 310, 통영고려병원 (무전동)",149.0,45.0,11.0,0,혼잡,,,,,,,,,
하나병원,299012.674452824,176450.749006135,"경상남도 사천시 사천읍 진삼로 1468-8, 하나병원",172.0,60.0,48.0,2,혼잡,A2804216,하나병원,"경상남도 사천시 사천읍 진삼로 1468-8, 하나병원",A2804216,하나병원,"경상남도 사천시 사천읍 진삼로 1468-8, 하나병원",A2804216,하나병원,"경상남도 사천시 사천읍 진삼로 1468-8, 하나병원"
의료법인승연의료재단 삼천포서울병원,298618.809313345,159904.012939162,경상남도 사천시 남일로 33 (동금동),287.0,97.0,180.0,2,여유,A2800068,의료법인승연의료재단 삼천포서울병원,경상남도 사천시 남일로 33 (동금동),A2800068,의료법인승연의료재단 삼천포서울병원,경상남도 사천시 남일로 33 (동금동),A2800068,의료법인승연의료재단 삼천포서울병원,경상남도 사천시 남일로 33 (동금동)
사천서울아동병원,299463.071476421,176223.37211629,경상남도 사천시 사천읍 선평길 17 (서울아동병원),42.0,20.0,13.0,0,혼잡,,,,,,,,,
삼성아동병원,370011.434339421,197261.396164361,"경상남도 김해시 삼계중앙로 36, 6~8층 (삼계동)",56.0,34.0,18.0,0,보통,,,,,,,,,
아이사랑병원,372358.59838998,193891.223034873,경상남도 김해시 활천로 22 (삼정동),36.0,20.0,11.0,0,혼잡,,,,,,,,,
의료법인 지평의료재단 메가병원,364226.148832948,189505.695504063,경상남도 김해시 계동로 237 (대청동),203.0,48.0,64.0,2,보통,A2800063,의료법인 지평의료재단 메가병원,경상남도 김해시 계동로 237 (대청동),A2800063,의료법인 지평의료재단 메가병원,경상남도 김해시 계동로 237 (대청동),A2800063,의료법인 지평의료재단 메가병원,경상남도 김해시 계동로 237 (대청동)
우리여성병원,369878.949800245,194806.851920252,경상남도 김해시 내외중앙로 91 (내동),38.0,20.0,13.0,0,보통,,,,,,,,,
더(the)큰병원,370130.980386833,193926.460822338,"경상남도 김해시 분성로 208, 3~10층 (외동)",80.0,20.0,37.0,0,보통,,,,,,,,,
율하꿈나무병원,365210.875329864,187300.916324975,"경상남도 김해시 율하3로 38, 7,8층 702,801호 (율하동)",40.0,26.0,18.0,0,보통,,,,,,,,,
강일병원,370104.280586168,196820.25274265,경상남도 김해시 가락로 359 (구산동),290.0,59.0,149.0,2,여유,A2803677,강일병원,경상남도 김해시 가락로 359 (구산동),A2803677,강일병원,경상남도 김해시 가락로 359 (구산동),A2803677,강일병원,경상남도 김해시 가락로 359 (구산동)
서울새싹병원,365260.660326628,187465.860776023,"경상남도 김해시 율하3로 53, 303,701,703,801호 (율하동)",48.0,31.0,24.0,0,보통,,,,,,,,,
의료법인희원의료재단 래봄병원,370092.097875262,193900.978952054,경상남도 김해시 분성로 202 (외동),199.0,56.0,26.0,2,혼잡,,,,,,,,,
김해바른병원,371298.31223186,193958.333997883,"경상남도 김해시 가락로 42, 4~7층 (부원동)",55.0,16.0,10.0,0,혼잡,,,,,,,,,
진영새싹병원,357869.823150865,202193.79793937,"경상남도 김해시 진영읍 본산로 15-17, 굿프라임시티 301,303,304호",51.0,31.0,22.0,0,보통,,,,,,,,,
더프라임병원,369840.19550908,194811.836929593,"경상남도 김해시 경원로55번길 12, 1층~5층,9층 (내동)",30.0,21.0,16.0,0,여유,,,,,,,,,
의료법인 생명사랑의료재단 밀양윤병원,359252.101692831,221946.178292819,경상남도 밀양시 삼문중앙로 32 (삼문동),190.0,63.0,88.0,2,보통,A2800057,의료법인 생명사랑의료재단 밀양윤병원,경상남도 밀양시 삼문중앙로 32 (삼문동),A2800057,의료법인 생명사랑의료재단 밀양윤병원,경상남도 밀양시 삼문중앙로 32 (삼문동),A2800057,의료법인 생명사랑의료재단 밀양윤병원,경상남도 밀양시 삼문중앙로 32 (삼문동)
미르아이병원,358601.630073468,221858.36884659,"경상남도 밀양시 미리벌중앙로 67, 2~4층 (삼문동)",35.0,22.0,8.0,0,혼잡,,,,,,,,,
의료법인지원의료재단 굿모닝병원,360360.699085534,222610.539831927,경상남도 밀양시 용평로5길 4-20 (용평동),180.0,88.0,15.0,2,혼잡,,,,,,,,,
나노병원,359451.057336205,221903.254547206,경상남도 밀양시 중앙로 229 (삼문동),70.0,21.0,14.0,0,혼잡,,,,,,,,,
의료법인 성념의료재단맑은샘병원,350162.803052425,156668.980849415,경상남도 거제시 연초면 거제대로 4477,200.0,36.0,162.0,2,여유,A2800022,의료법인 성념의료재단맑은샘병원,경상남도 거제시 연초면 거제대로 4477,A2800022,의료법인 성념의료재단맑은샘병원,경상남도 거제시 연초면 거제대로 4477,A2800022,의료법인 성념의료재단맑은샘병원,경상남도 거제시 연초면 거제대로 4477
서울아동병원,348113.819569219,155705.850872118,경상남도 거제시 서문로5길 6 (고현동),61.0,34.0,24.0,0,보통,,,,,,,,,
대우아동병원,354577.178849059,156280.390037128,"경상남도 거제시 옥포대첩로 38, 유라빌딩 2,3,4,6층 (옥포동)",38.0,25.0,14.0,0,보통,,,,,,,,,
맑은샘센텀병원,354315.333251239,156115.676716091,경상남도 거제시 거제대로 3762 (옥포동),150.0,47.0,21.0,0,혼잡,,,,,,,,,
양산성모병원,396553.214532638,214025.902549093,경상남도 양산시 서창로 59 (명동),225.0,82.0,94.0,2,보통,A2804593,양산성모병원,경상남도 양산시 서창로 59 (명동),A2804593,양산성모병원,경상남도 양산시 서창로 59 (명동),A2804593,양산성모병원,경상남도 양산시 서창로 59 (명동)
자인힐병원,383189.632933461,204964.435324953,"경상남도 양산시 물금읍 청운로 345, 캠퍼스프라자1차 202,204~208,302,305~308,701호",55.0,36.0,7.0,0,혼잡,,,,,,,,,
서울패미리병원,382305.605706595,203091.539420983,"경상남도 양산시 물금읍 증산역로 135, 퍼스트조양 6.7층",50.0,33.0,19.0,0,보통,,,,,,,,,
양산아이들병원,383323.948236657,204955.376003139,"경상남도 양산시 물금읍 청운로 354, 아이시티 6~7층",56.0,35.0,11.0,0,혼잡,,,,,,,,,
본바른병원,383165.000408148,204938.205729143,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",186.0,54.0,100.0,2,여유,A2803867,본바른병원,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",A2803867,본바른병원,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",A2803867,본바른병원,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층"
더이로운병원,385100.596537981,207469.1304634,"경상남도 양산시 양산대로 886, 4층~10층 (북부동)",80.0,23.0,16.0,0,혼잡,,,,,,,,,
양산제일병원,384290.777636431,203729.471197887,"경상남도 양산시 동면 금오로 255, 3층일부4~8층 301,302호 (양산에이치타워)",172.0,44.0,66.0,2,보통,,,,,,,,,
이레 아이병원,382061.353903074,203816.067088552,"경상남도 양산시 물금읍 청운로 185, 504~507, 601~605호",40.0,25.0,9.0,0,혼잡,,,,,,,,,
센텀힐병원,395637.95878895,211219.241186933,경상남도 양산시 평산로 11 (평산동),146.0,44.0,80.0,0,여유,,,,,,,,,
웅상좋은아이병원,395640.225493293,211274.452145269,경상남도 양산시 평산로 12 (평산동),48.0,27.0,16.0,0,보통,,,,,,,,,
단디병원,384232.71200234,206239.031503393,"경상남도 양산시 강변로 442, 늘푸른빌딩 3,5,6,7층 (중부동)",86.0,26.0,50.0,0,여유,,,,,,,,,
힘나는병원,382722.510114977,203831.586559052,"경상남도 양산시 물금읍 부산대학로 130, 3,4,6,7,9층 5층일부호",78.0,24.0,32.0,0,보통,,,,,,,,,
한아름병원,383107.101748324,204948.394983399,"경상남도 양산시 물금읍 범구로 27, 2~6층,10층",45.0,31.0,29.0,0,여유,,,,,,,,,
의료법인 학산의료재단 아라한국병원,330195.305365043,198164.803829666,경상남도 함안군 산인면 학산2길 17-50,200.0,57.0,43.0,2,혼잡,,,,,,,,,
시영의료재단 영동병원,337771.067911962,202115.594447052,경상남도 함안군 칠원읍 용산2길 45-13,71.0,18.0,17.0,0,혼잡,A2800138,시영의료재단 영동병원,경상남도 함안군 칠원읍 용산2길 45-13,A2800138,시영의료재단 영동병원,경상남도 함안군 칠원읍 용산2길 45-13,A2800138,시영의료재단 영동병원,경상남도 함안군 칠원읍 용산2길 45-13
태황의료재단한성병원,335364.00161905,227960.620245044,경상남도 창녕군 창녕읍 교리1길 2,167.0,33.0,28.0,0,혼잡,A2800062,태황의료재단한성병원,경상남도 창녕군 창녕읍 교리1길 2,A2800062,태황의료재단한성병원,경상남도 창녕군 창녕읍 교리1길 2,A2800062,태황의료재단한성병원,경상남도 창녕군 창녕읍 교리1길 2
더 조은병원,321048.222231938,164680.090471396,경상남도 고성군 고성읍 동외로 142,99.0,25.0,20.0,0,혼잡,,,,,,,,,
중앙메디컬병원,282904.626404062,243425.946528152,"경상남도 거창군 거창읍 거창대로1길 7-2, 2~7층",100.0,53.0,24.0,0,혼잡,,,,,,,,,
삼성합천병원,305394.503939399,230255.246002156,경상남도 합천군 합천읍 대야로 876,135.0,29.0,26.0,0,혼잡,A2800055,삼성합천병원,경상남도 합천군 합천읍 대야로 876,A2800055,삼성합천병원,경상남도 합천군 합천읍 대야로 876,A2800055,삼성합천병원,경상남도 합천군 합천읍 대야로 876
수앤수병원,192172.569947388,401434.559054249,"경기도 화성시 만세구 향남읍 상신하길로298번길 7-27, 3-6(5,6일부)층",71.0,14.0,12.0,0,혼잡,,,,,,,,,
의료법인 은혜와감사의료재단 향남스마트병원,192021.935432356,401449.210279128,"경기도 화성시 만세구 향남읍 상신하길로298번길 11, 6일부,8,9,10층",99.0,28.0,9.0,0,혼잡,,,,,,,,,
화성유일병원,185071.748550544,412891.236742031,경기도 화성시 만세구 남양읍 남양로920번길 6,173.0,65.0,96.0,2,여유,,,,,,,,,
화성디에스병원,184456.853277629,410831.374335291,"경기도 화성시 만세구 남양읍 시청로160번길 46-13, 1,3~8층",87.0,25.0,12.0,0,혼잡,,,,,,,,,
동탄성모병원,209456.590689976,407290.50724525,"경기도 화성시 동탄구 동탄순환대로 127-19, 동탄에스비타운 3(일부),6,7층 (산척동)",64.0,44.0,30.0,0,보통,,,,,,,,,
의료법인 시몬의료재단 우리가병원,169846.109216881,407961.229209906,경기도 화성시 만세구 서신면 해양공단로 24-3,37.0,15.0,15.0,0,보통,,,,,,,,,
의료법인 신명진의료재단 퍼스트힐화성병원,183900.709359147,411837.251844919,"경기도 화성시 만세구 남양읍 시청로 11, 1,2층 일부 및 3~5층호",60.0,30.0,7.0,0,혼잡,,,,,,,,,
동탄시티병원,205488.057120239,411845.198436186,"경기도 화성시 동탄구 동탄지성로 113, 117 (반송동)",172.0,47.0,30.0,2,혼잡,,,,,,,,,
참조은병원,222966.098120518,434349.257901887,경기도 광주시 광주대로 45 (경안동),332.0,89.0,426.0,2,여유,A2100155,참조은병원,경기도 광주시 광주대로 45 (경안동),A2100155,참조은병원,경기도 광주시 광주대로 45 (경안동),A2100155,참조은병원,경기도 광주시 광주대로 45 (경안동)
더플러스병원,222605.106541857,434180.787667982,경기도 광주시 경안로 40 (경안동),62.0,14.0,16.0,0,혼잡,,,,,,,,,
미켈란젤로병원,222978.08882691,434185.710831595,"경기도 광주시 광주대로 31, GA타워 9, 10층 (경안동)",56.0,38.0,25.0,0,보통,,,,,,,,,
나무정원여성병원,204200.334410346,480021.458853364,경기도 양주시 평화로1489번길 19-11 (덕계동),65.0,50.0,21.0,0,보통,,,,,,,,,
에스엘서울병원,207443.204626605,477561.796670471,경기도 양주시 고삼로 13 (만송동),61.0,21.0,37.0,0,여유,,,,,,,,,
의료법인승현의료재단 심산서울병원,347343.909179975,195902.597271493,"경상남도 창원시 의창구 평산로 96, 웰빙프라자 3,4,5층 302,305호 (팔용동)",216.0,71.0,33.0,2,혼잡,,,,,,,,,
창원더키움병원,348155.162473788,196806.698919078,"경상남도 창원시 의창구 중동중앙로 95, 2층, 3층일부, 5~7층 (중동)",68.0,43.0,19.0,0,혼잡,,,,,,,,,
의료법인신화성의료재단 잘본병원,344405.405969556,192666.512314369,경상남도 창원시 마산회원구 합포로 285(양덕동),168.0,45.0,45.0,2,혼잡,,,,,,,,,
다나병원,355514.04352775,183435.560114701,"경상남도 창원시 진해구 진해대로1026번길 4, 더연리지 301,401호 (풍호동)",60.0,39.0,19.0,0,보통,,,,,,,,,
의료법인성인의료재단이에이씨창원병원,343804.743576694,183680.472254324,"경상남도 창원시 마산합포구 가포로 652, 303, 402호 (덕동동)",150.0,73.0,70.0,2,보통,,,,,,,,,
우리병원,365038.184571485,179435.101382295,"경상남도 창원시 진해구 용원로 13, 1층(102호), 2~5층 (용원동)",64.0,22.0,19.0,0,혼잡,,,,,,,,,
의료법인 상원의료재단 창원힘찬병원,346078.111882594,196360.555495786,경상남도 창원시 의창구 의창대로 45 (소계동),130.0,25.0,69.0,0,여유,,,,,,,,,
굿모닝내과병원,346316.539861827,196518.347686338,경상남도 창원시 의창구 사화로 6 (팔용동),47.0,12.0,12.0,0,혼잡,,,,,,,,,
구트병원,352680.707892371,193422.687895492,"경상남도 창원시 성산구 원이대로 578, 구트병원빌딩 6층,8-12층 (중앙동)",61.0,21.0,12.0,0,혼잡,,,,,,,,,
서울병원,343476.674808595,193625.32060604,경상남도 창원시 마산회원구 3·15대로 653 (석전동),72.0,18.0,36.0,0,보통,,,,,,,,,
양덕서울아동병원,343793.636911117,193921.771079411,경상남도 창원시 마산회원구 양덕로 190 (석전동),60.0,34.0,29.0,0,보통,,,,,,,,,
희망병원,365060.535770929,179430.095388128,"경상남도 창원시 진해구 용원로 15 (용원동, 희망병원)",150.0,31.0,17.0,0,혼잡,,,,,,,,,
창원튼튼i병원,348665.46014093,196597.782207915,경상남도 창원시 의창구 원이대로 53 (도계동),58.0,40.0,24.0,0,보통,,,,,,,,,
상남한마음병원,353510.078835635,192608.700335713,"경상남도 창원시 성산구 원이대로682번길 21, 상남한마음병원 (상남동)",262.0,112.0,95.0,2,보통,,,,,,,,,
이에이씨병원,354396.611003315,194626.971041122,경상남도 창원시 의창구 용동로57번길 28 (사림동),187.0,75.0,21.0,2,혼잡,,,,,,,,,
바이탈병원,345589.920407425,203829.546872373,경상남도 창원시 의창구 북면 천주로 785,144.0,42.0,20.0,0,혼잡,,,,,,,,,
바른재활병원,350884.577655157,194367.045701322,"경상남도 창원시 성산구 창원천로94번길 82-18, 푸른요양병원(A동) (대원동)",148.0,38.0,32.0,0,혼잡,,,,,,,,,
창원경상국립대학교병원,355438.496772389,190252.946459995,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",523.0,148.0,957.0,1,여유,A2803505,창원경상국립대학교병원,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",A2803505,창원경상국립대학교병원,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",A2803505,창원경상국립대학교병원,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)"
키즈웰소아청소년과병원,344314.546433922,192727.352451467,"경상남도 창원시 마산회원구 용마로 130, 메트로센텀 5,11층 (양덕동)",56.0,35.0,18.0,0,보통,,,,,,,,,
화사랑병원,354732.801603044,194618.032403253,"경상남도 창원시 의창구 용동로83번안길 3, 화사랑메디컬 3-5층 (사림동)",61.0,23.0,9.0,0,혼잡,,,,,,,,,
희연재활병원,351260.497721082,194674.701177344,"경상남도 창원시 성산구 원이대로393번길 25, 희연빌딩 1층일부, 4~5층일부, 6층, 지하1~2층일부호 (반지동)",290.0,89.0,98.0,2,보통,,,,,,,,,
365병원,343709.440947815,193863.163976833,경상남도 창원시 마산회원구 3·15대로 686 (석전동),212.0,64.0,48.0,2,혼잡,,,,,,,,,
의료법인 심연의료재단 세명병원,365284.884321666,179525.513651218,경상남도 창원시 진해구 용원서로 42 (용원동),161.0,45.0,19.0,0,혼잡,,,,,,,,,
베스트수병원,343793.636911117,193921.771079411,"경상남도 창원시 마산회원구 양덕로 190 (석전동, 바른몸빌딩)",85.0,20.0,10.0,0,혼잡,,,,,,,,,
신마산서울아동병원,342112.071088871,188068.422310279,"경상남도 창원시 마산합포구 문화동15길 25 (창포동3가, 롯데빌리지)",36.0,20.0,22.0,0,여유,,,,,,,,,
트리니움여성병원,227070.425487654,332386.622433673,"세종특별자치시 한누리대로 1934, 메인타워 (반곡동)",73.0,42.0,38.0,0,여유,,,,,,,,,
세종충남대학교병원,223047.577467673,335425.690379894,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",405.0,133.0,854.0,1,여유,A1800441,세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",A1800441,세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",A1800441,세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)"
아름드리나무어린이병원,222181.425938426,334513.707683316,"세종특별자치시 보듬3로 101, 5~7층 (아름동)",56.0,37.0,30.0,0,여유,,,,,,,,,
서울현병원,223082.154561222,332111.535873778,"세종특별자치시 나성북로 15, MVG 4-7층 (나성동)",73.0,22.0,36.0,0,보통,,,,,,,,,
의료법인 영제 의료재단 엔케이세종병원,223430.86798229,330990.495508785,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",200.0,65.0,100.0,2,보통,A1800417,의료법인 영제 의료재단 엔케이세종병원,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",A1800417,의료법인 영제 의료재단 엔케이세종병원,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",A1800417,의료법인 영제 의료재단 엔케이세종병원,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)"
서로손병원,244062.451738012,351633.270302231,"충청북도 청주시 청원구 충청대로 98-0 (율량동,한길빌딩)",124.0,38.0,15.0,0,혼잡,,,,,,,,,
청주탑병원,243386.254577548,348522.731847745,"충청북도 청주시 상당구 교서로 1, 청주탑병원 (영동)",70.0,22.0,20.0,0,혼잡,,,,,,,,,
아이엠재활병원,243636.173067913,346971.91448877,충청북도 청주시 서원구 청남로 2140 (모충동),213.0,55.0,25.0,2,혼잡,,,,,,,,,
씨엔씨푸른병원,238370.672750086,347272.510736329,"충청북도 청주시 흥덕구 2순환로 1234, 1,2,4~10층 (강서동)",110.0,23.0,33.0,0,혼잡,,,,,,,,,
마디사랑병원,243793.435910381,348672.120586904,충청북도 청주시 상당구 상당로 112 (북문로2가),49.0,16.0,10.0,0,혼잡,,,,,,,,,
뿌리병원,243445.784592748,350736.102143287,충청북도 청주시 청원구 내덕로 56 (내덕동),200.0,45.0,43.0,2,혼잡,,,,,,,,,
아이웰어린이병원,244334.514865852,352270.689437342,"충청북도 청주시 청원구 주성로 273, 2~7층 (주성동)",88.0,50.0,21.0,0,혼잡,,,,,,,,,
다나여성병원,244247.642761264,352429.600773865,"충청북도 청주시 청원구 충청대로 179 (주중동, 청주다나여성병원)",66.0,37.0,20.0,0,혼잡,,,,,,,,,
제주푸른병원,166443.35292143,-2088.29807124204,제주특별자치도 제주시 조천읍 번영로 957,54.0,17.0,22.0,0,보통,,,,,,,,,
제주우리병원,157147.394131775,-726.437298396982,제주특별자치도 제주시 중앙로 373 (이도이동),66.0,17.0,42.0,0,여유,,,,,,,,,
제주선한병원,157823.169786985,-2974.48087697753,"제주특별자치도 제주시 중앙로 616, 2~4층 (아라일동)",99.0,32.0,41.0,0,보통,,,,,,,,,
WE병원,148173.713257135,-23183.7751278421,제주특별자치도 서귀포시 1100로 453-95 (회수동),32.0,17.0,3.0,0,혼잡,,,,,,,,,
